venueID,paperID,startPage,endPage
bjap1p7n-e17s-hajn-druz-0t9a4ry0yndd,128725225,92,161
nggtv7s8-kiaq-p3ut-6vd1-a3qy1mbnej5q,128725225,37,39
ry2xyqsg-jgfa-s1ul-8zyd-9s7qbqhj1gyq,128725225,84,102
e3yvbmfx-awoz-86ds-5o84-lj82y3cai3mb,128725225,48,50
iplkbpnj-bf44-beoq-nc8i-cikj00n13hhd,225790380,25,49
civmaj2k-quo3-3xlr-qqxr-ml9m1agdhww0,225790380,72,78
rn2uri6h-lx8e-2a32-akzg-xks2r9hvyb04,225790380,82,100
du6xztp6-ql3i-yexv-wwqu-51b5ij6uznxe,225790380,29,92
95ks4fb8-q9t4-dlaq-g9yh-9yn8oi7s3gl1,225790380,93,114
r1sfz3gu-y7io-dk06-2rps-l7p0fy9ex3ik,225790380,3,69
qwr10age-6wff-1a8y-e8zb-uq4c9v0wbk0e,225790380,84,175
sq3cnmsw-m8c0-fk6n-7yn1-ekex74v65w2y,225790380,17,44
5vmt2pjs-ntdn-orfc-54qm-vci2tztrgrpu,225790380,29,46
cw17k47s-4s14-s0cw-4pr7-7tbeehrqy7sa,225790380,75,118
0udm83sv-0omb-zmt5-eg07-fo3b1jwe02hf,225790380,31,63
vxeiwqa7-squf-i5yt-zurd-nj6wk9rdkjau,204698397,6,39
6kjgyb9o-fqch-isno-t8t8-sak69xonr0c3,204698397,91,157
kas6ao21-kstt-dp2o-acxs-j1em3kb9jhjl,204698397,66,158
rnlkw33f-l55c-mf6e-7fp0-ib8nkkvu1zkf,204698397,1,54
xfb0qwol-yoxd-zre0-qwjc-hlfye05pxcta,204698397,97,121
5u82xe12-zmip-vxnu-taux-dmed0ws3sxfw,204698397,30,62
6kjgyb9o-fqch-isno-t8t8-sak69xonr0c3,62882485,7,11
1sfpd7zx-1cqo-s38n-3enn-k6tiulsfzwp0,62882485,10,58
ixnca7hh-re9l-vuls-34g5-n7reu3m6kgq7,62882485,46,140
y6rwn15k-afh4-3z31-mbku-jtcsnd8fcedn,62882485,64,82
wprg0kx5-007g-549g-j421-5d5vvo8wo92s,62882485,21,116
nggtv7s8-kiaq-p3ut-6vd1-a3qy1mbnej5q,14640476,89,117
v3dpbqir-l5lk-p7il-rz94-dy0quieo2tfx,14640476,40,122
736c2zeq-8twe-eqqk-9hoa-kuzhtw3d1qym,14640476,39,79
k54ph1g3-ewej-28o9-ipop-kfrtgppaqxxh,14640476,42,126
7wrzlnsm-e8b2-vdld-aip8-3urrzludlgj2,14640476,71,133
7wrzlnsm-e8b2-vdld-aip8-3urrzludlgj2,44610313,70,170
uevfrx8a-nf59-y1al-3uy9-tf4v8x0yisbr,44610313,79,132
lg97dpg0-jptk-2ixz-b5t1-1kjmot26jmk7,44610313,54,89
k54ph1g3-ewej-28o9-ipop-kfrtgppaqxxh,44610313,66,147
4qpmmx0k-eoj2-5ew2-9fqa-3p4hpcaiserl,44610313,67,78
civmaj2k-quo3-3xlr-qqxr-ml9m1agdhww0,44610313,6,87
lcc2o0wx-xx4p-4f8m-c5jc-r7od5qlrdmb7,134955930,66,107
uevfrx8a-nf59-y1al-3uy9-tf4v8x0yisbr,134955930,42,135
kbvc3g9o-aolp-pfaj-s4gi-zrxl2k4hekck,134955930,31,73
3yglw94a-dmo1-kkyd-t5ib-drc48s4vuavk,134955930,43,82
x97vpwu6-e1w5-jmk2-gh25-unu5knqtxynp,134955930,19,70
a4u5h2nu-pves-10oq-lgx6-rrsoufi4gtjd,134955930,90,133
vdlhb15i-48c4-8jux-oc36-sauyoeqsk0w1,134955930,18,24
blexoor2-n4h9-la5u-8ds8-okx63vkjtnqr,109335850,69,119
ry2xyqsg-jgfa-s1ul-8zyd-9s7qbqhj1gyq,109335850,8,69
mv6qy66r-lyak-5316-mdxu-gk8gj6rfkyo8,109335850,15,107
9ebvqybe-hs1f-lylb-bd5h-rrb3b42zya1m,109335850,96,125
co77mlq0-slga-t9q1-fauz-0wt35yjlf1fx,109335850,96,189
6n5yzjrr-507b-illo-fo1h-bhcffjaxk0oj,109335850,3,18
3yglw94a-dmo1-kkyd-t5ib-drc48s4vuavk,109335850,49,51
oh82poy3-enbs-py2e-tngj-g3guzt32rm5t,122091363,75,79
dnk8e5uw-8150-88af-xq79-thz6o6ocse4n,122091363,6,94
o7dc8yop-08br-adgz-k5fs-yb5g059v7dfr,122091363,27,43
ufmus5v3-b2aq-htg5-jqr0-7i712e8gct51,122091363,82,111
s14q4ctv-74n7-uaz6-1857-0x6clf5qkvv9,122091363,82,96
r18bkw2k-d75l-oc77-cgnh-zta8z83j6oep,122091363,98,140
375ta376-s5hv-yeqc-dbht-pm8gj6dn3f3u,122091363,45,70
7wrzlnsm-e8b2-vdld-aip8-3urrzludlgj2,122091363,32,95
mz7fkisu-a6ir-diud-g7k7-769sdnz5twao,122091363,34,46
x0ul3dry-490r-pamd-304b-0z0heekibkiv,122091363,64,96
300i7snd-4n58-f5bs-php5-xuf3sos69h0w,122091363,54,153
0udm83sv-0omb-zmt5-eg07-fo3b1jwe02hf,122091363,73,87
sqmu1px0-ktov-x69h-7ioa-luj3d8zaw9sw,122091363,63,85
95g5xmba-8sqj-bd7f-veyo-plsc8lpthju3,122091363,32,55
t5rjr2nv-jk9q-yevl-khtz-il5ej0opszti,124672760,35,72
vj1tf3n8-snik-rza6-1vfd-n9vp1ewk4zym,124672760,59,118
qbn6kva5-iyoj-mrn2-vk9w-333cro0hq9n5,124672760,6,11
ufmus5v3-b2aq-htg5-jqr0-7i712e8gct51,124672760,30,100
o54hythc-cdzt-w4o3-8k5a-mkw92k3qm3y2,124672760,9,35
uyyst2jx-5kod-xpnl-70wt-gd10du5icfrb,124672760,97,132
4cyyoga3-y39f-uf9h-l5y6-kcho5mljc99i,124672760,23,114
kmt0p2tm-vs4q-5x6x-k357-eij1dxz5nnvb,124672760,47,100
xgkljlx1-76yw-dmoa-74b1-8czxjqywslpu,124672760,86,124
iu583sjh-o4ue-nxbn-t50c-43onyh9ywgmm,124672760,20,90
1jnsqow5-jjvx-72py-t9q7-r4no7at8cse8,124672760,1,43
hprgjaa1-dnzy-ehju-4lw4-15fc2xyb1vfb,124672760,92,187
r18bkw2k-d75l-oc77-cgnh-zta8z83j6oep,152198704,12,40
mz7fkisu-a6ir-diud-g7k7-769sdnz5twao,152198704,100,126
ixnca7hh-re9l-vuls-34g5-n7reu3m6kgq7,152198704,78,104
v98i8i45-zbq5-vzo6-ia5v-hdx3x0uwn2vm,152198704,48,86
e3yvbmfx-awoz-86ds-5o84-lj82y3cai3mb,152198704,19,46
hprgjaa1-dnzy-ehju-4lw4-15fc2xyb1vfb,152198704,11,76
9987adfp-3476-wl05-gbqn-yv6b8llmsl5b,152198704,14,32
x97vpwu6-e1w5-jmk2-gh25-unu5knqtxynp,152198704,23,73
bjap1p7n-e17s-hajn-druz-0t9a4ry0yndd,152198704,12,97
t5rjr2nv-jk9q-yevl-khtz-il5ej0opszti,152198704,63,153
8rpnx7gk-yw2u-xb5l-tirb-pv1sgjvms5v0,112532675,94,169
nurha3rj-s2rf-v433-0cs7-4qqo36a2a3uz,112532675,97,169
9b5omdfi-u96k-k6am-hdks-ksaddsnefiix,112532675,26,87
26o0wis9-gz99-0ohy-yhrq-dptyiquo9qt1,112532675,40,50
xsu0zx0b-qkmx-m1ce-7h1t-i03ktf4jetdg,112532675,21,81
mmyib75j-snvx-xvlg-10dk-5abbf5hevzzu,112532675,27,104
yappahtp-edre-xfqd-0dbq-gi3vk2b5gaeu,112532675,85,143
gqb69lo0-ut1w-7q7o-pxvv-q2njgihitdw7,112532675,46,66
krtt0mu7-teng-4cs2-0o6t-42u5t8wbnfns,112532675,42,91
mtxahjcp-tob8-12op-x9qe-9yvf7wrbex1r,267950777,43,51
2ujitajw-8tde-svxr-dm8a-sxybv6s04j66,267950777,25,102
lh68bnxy-fxe4-1pp7-0u7e-ntpno306pw5i,267950777,10,35
fclelyrf-8rkb-kgtb-3qxm-lhbmobw5asft,267950777,63,65
7q6djibd-x0wf-ee3w-rqf1-ws91g26gqgko,267950777,5,49
bl2nl9ke-warm-ajsb-5qdn-9b2veg0a58re,267950777,41,89
sq3cnmsw-m8c0-fk6n-7yn1-ekex74v65w2y,267950777,59,130
w8cl1v3h-b5bd-zekg-ivmq-pmp2bce6n4v9,267950777,90,126
ry2xyqsg-jgfa-s1ul-8zyd-9s7qbqhj1gyq,267950777,29,122
95g5xmba-8sqj-bd7f-veyo-plsc8lpthju3,267950777,79,173
okiqp1i6-yyma-eokp-d5vv-nzz9e8tyl1lu,267950777,33,132
s14q4ctv-74n7-uaz6-1857-0x6clf5qkvv9,267950777,28,77
71f9jldp-mjkl-jn7c-5gni-avaq35gxvfjc,96053489,88,120
4itt4d8u-9tm7-19t9-zlux-tcuv3d0btbw7,96053489,3,40
qlkojlgc-yxmg-s9sz-9rhy-3j02ld1b80r4,96053489,15,42
oe14zud1-0fu2-3ahc-wxup-994vocli2m41,96053489,53,58
40qc9ovc-e6xx-mxep-dx5e-zbxq2m3q3wc3,96053489,7,18
yappahtp-edre-xfqd-0dbq-gi3vk2b5gaeu,96053489,27,68
